日期(月/日/年),资金
9/11/16,1000
9/12/16,10
9/13/16,10.02
9/14/16,9.99
9/15/16,10.02
9/16/16,10.0
9/17/16,9.97
9/18/16,10.04
9/19/16,10.02
9/20/16,9.99
9/21/16,9.83
9/22/16,9.81
9/23/16,9.76
9/24/16,9.92
9/25/16,9.88
9/26/16,9.83
9/27/16,9.94
9/28/16,9.94
9/29/16,9.91
9/30/16,10.0
10/1/16,10.09
10/2/16,10.06
10/3/16,10.04
10/4/16,10.0
10/5/16,9.96
10/6/16,10.04
10/7/16,10.12
10/8/16,10.08
10/9/16,10.09
10/10/16,10.12
10/11/16,10.07
10/12/16,10.4
10/13/16,10.42
10/14/16,10.39
10/15/16,10.45
10/16/16,10.51
10/17/16,10.47
10/18/16,10.43
10/19/16,10.31
10/20/16,10.28
10/21/16,10.35
10/22/16,10.74
10/23/16,10.7
10/24/16,10.67
10/25/16,10.73
10/26/16,10.67
10/27/16,11.17
10/28/16,11.26
10/29/16,11.23
10/30/16,11.43
10/31/16,11.5
11/1/16,11.42
11/2/16,12.02
11/3/16,11.78
11/4/16,11.78
11/5/16,11.91
11/6/16,12.03
11/7/16,12.0
11/8/16,11.98
11/9/16,12.18
11/10/16,12.19
11/11/16,12.09
11/12/16,11.89
11/13/16,11.87
11/14/16,11.94
11/15/16,12.02
11/16/16,12.03
11/17/16,12.46
11/18/16,12.64
11/19/16,12.66
11/20/16,12.41
11/21/16,12.41
11/22/16,12.41
11/23/16,12.41
11/24/16,12.41
11/25/16,12.41
11/26/16,12.41
11/27/16,12.41
11/28/16,12.41
11/29/16,12.41
11/30/16,12.41
12/1/16,12.41
12/2/16,12.66
12/3/16,12.53
12/4/16,12.51
12/5/16,12.37
12/6/16,12.4
12/7/16,12.44
12/8/16,12.62
12/9/16,12.62
12/10/16,12.6
12/11/16,12.73
12/12/16,12.73
12/13/16,12.75
12/14/16,12.7
12/15/16,12.73
12/16/16,12.72
12/17/16,12.93
12/18/16,12.93
12/19/16,12.93
12/20/16,13.0
12/21/16,13.51
12/22/16,13.69
12/23/16,14.78
12/24/16,14.62
12/25/16,14.64
12/26/16,14.72
12/27/16,15.26
12/28/16,15.26
12/29/16,15.8
12/30/16,15.62
12/31/16,15.72
1/1/17,16.37
1/2/17,16.67
1/3/17,16.63
1/4/17,18.49
1/5/17,18.13
1/6/17,18.13
1/7/17,18.13
1/8/17,18.13
1/9/17,18.13
1/10/17,18.13
1/11/17,18.13
1/12/17,18.13
1/13/17,18.81
1/14/17,18.62
1/15/17,18.66
1/16/17,18.91
1/17/17,20.58
1/18/17,20.64
1/19/17,20.39
1/20/17,20.34
1/21/17,20.39
1/22/17,20.91
1/23/17,20.99
1/24/17,20.94
1/25/17,20.53
1/26/17,20.64
1/27/17,20.62
1/28/17,20.74
1/29/17,20.64
1/30/17,20.56
1/31/17,21.74
2/1/17,22.08
2/2/17,22.16
2/3/17,22.83
2/4/17,23.24
2/5/17,23.31
2/6/17,23.08
2/7/17,23.67
2/8/17,23.73
2/9/17,23.26
2/10/17,23.34
2/11/17,23.3
2/12/17,23.37
2/13/17,23.35
2/14/17,23.38
2/15/17,23.64
2/16/17,24.17
2/17/17,24.17
2/18/17,24.67
2/19/17,24.58
2/20/17,24.54
2/21/17,26.24
2/22/17,26.23
2/23/17,26.39
2/24/17,27.44
2/25/17,26.9
2/26/17,26.9
2/27/17,27.3
2/28/17,27.23
3/1/17,27.31
3/2/17,28.88
3/3/17,29.47
3/4/17,29.51
3/5/17,29.14
3/6/17,29.24
3/7/17,29.34
3/8/17,28.76
3/9/17,29.05
3/10/17,29.04
3/11/17,28.73
3/12/17,29.91
3/13/17,29.91
3/14/17,30.34
3/15/17,30.63
3/16/17,30.62
3/17/17,30.02
3/18/17,30.02
3/19/17,30.02
3/20/17,31.91
3/21/17,34.03
3/22/17,33.86
3/23/17,33.2
3/24/17,33.2
3/25/17,33.2
3/26/17,33.56
3/27/17,36.38
3/28/17,36.51
3/29/17,36.49
3/30/17,36.4
3/31/17,36.29
4/1/17,38.12
4/2/17,38.55
4/3/17,37.88
4/4/17,40.04
4/5/17,39.74
4/6/17,39.76
4/7/17,41.76
4/8/17,41.43
4/9/17,41.53
4/10/17,42.36
4/11/17,43.02
4/12/17,42.76
4/13/17,41.92
4/14/17,41.92
4/15/17,41.92
4/16/17,41.92
4/17/17,41.92
4/18/17,41.92
4/19/17,42.53
4/20/17,43.36
4/21/17,43.18
4/22/17,44.04
4/23/17,43.92
4/24/17,43.32
4/25/17,44.67
4/26/17,45.71
4/27/17,44.97
4/28/17,46.48
4/29/17,46.61
4/30/17,46.54
5/1/17,49.48
5/2/17,50.7
5/3/17,50.54
5/4/17,52.66
5/5/17,53.53
5/6/17,53.02
5/7/17,53.62
5/8/17,57.28
5/9/17,57.65
5/10/17,61.55
5/11/17,63.58
5/12/17,63.86
5/13/17,62.61
5/14/17,62.61
5/15/17,62.61
5/16/17,62.61
5/17/17,63.8
5/18/17,62.97
5/19/17,69.24
5/20/17,72.47
5/21/17,71.05
5/22/17,72.49
5/23/17,79.32
5/24/17,78.23
5/25/17,82.77
5/26/17,81.15
5/27/17,82.0
5/28/17,80.39
5/29/17,81.79
5/30/17,82.3
5/31/17,82.15
6/1/17,86.22
6/2/17,86.6
6/3/17,90.76
6/4/17,90.42
6/5/17,90.9
6/6/17,103.61
6/7/17,101.58
6/8/17,101.58
6/9/17,104.95
6/10/17,105.61
6/11/17,107.59
6/12/17,105.48
6/13/17,106.93
6/14/17,105.29
6/15/17,103.23
6/16/17,103.23
6/17/17,103.23
6/18/17,103.23
6/19/17,105.64
6/20/17,104.95
6/21/17,107.82
6/22/17,110.09
6/23/17,109.53
6/24/17,107.38
6/25/17,107.38
6/26/17,107.38
6/27/17,107.38
6/28/17,108.09
6/29/17,106.96
6/30/17,104.86
7/1/17,104.86
7/2/17,104.86
7/3/17,108.75
7/4/17,110.38
7/5/17,110.34
7/6/17,110.81
7/7/17,108.64
7/8/17,108.64
7/9/17,108.64
7/10/17,108.64
7/11/17,108.64
7/12/17,109.19
7/13/17,107.77
7/14/17,107.02
7/15/17,104.92
7/16/17,104.92
7/17/17,104.92
7/18/17,124.89
7/19/17,122.44
7/20/17,122.44
7/21/17,142.14
7/22/17,148.79
7/23/17,149.74
7/24/17,146.8
7/25/17,146.8
7/26/17,146.8
7/27/17,148.6
7/28/17,156.12
7/29/17,156.3
7/30/17,154.12
7/31/17,160.88
8/1/17,160.68
8/2/17,157.53
8/3/17,160.2
8/4/17,159.96
8/5/17,184.51
8/6/17,186.49
8/7/17,184.06
8/8/17,198.23
8/9/17,194.34
8/10/17,194.34
8/11/17,207.2
8/12/17,219.77
8/13/17,220.67
8/14/17,244.31
8/15/17,240.55
8/16/17,238.44
8/17/17,246.93
8/18/17,242.09
8/19/17,242.09
8/20/17,242.09
8/21/17,242.09
8/22/17,242.09
8/23/17,248.58
8/24/17,258.43
8/25/17,257.92
8/26/17,259.63
8/27/17,259.26
8/28/17,258.35
8/29/17,274.36
8/30/17,273.59
8/31/17,272.85
9/1/17,292.45
9/2/17,286.72
9/3/17,286.72
9/4/17,286.72
9/5/17,290.46
9/6/17,284.76
9/7/17,296.34
9/8/17,290.53
9/9/17,290.53
9/10/17,290.53
9/11/17,290.53
9/12/17,290.53
9/13/17,290.53
9/14/17,290.53
9/15/17,290.53
9/16/17,333.29
9/17/17,331.73
9/18/17,325.75
9/19/17,349.21
9/20/17,352.23
9/21/17,345.32
9/22/17,345.32
9/23/17,351.48
9/24/17,351.59
9/25/17,366.94
9/26/17,363.94
9/27/17,361.21
9/28/17,391.08
9/29/17,390.3
9/30/17,387.57
10/1/17,405.85
10/2/17,408.28
10/3/17,408.95
10/4/17,400.93
10/5/17,403.64
10/6/17,401.75
10/7/17,407.11
10/8/17,428.14
10/9/17,428.45
10/10/17,444.88
10/11/17,448.34
10/12/17,448.59
10/13/17,517.58
10/14/17,533.92
10/15/17,541.97
10/16/17,531.34
10/17/17,531.34
