日期(月/日/年),资金
9/11/16,1000
9/12/16,10000
9/13/16,10020.5
9/14/16,9986.06
9/15/16,10011.65
9/16/16,9990.82
9/17/16,9956.87
9/18/16,10031.34
9/19/16,10008.54
9/20/16,9983.44
9/21/16,9823.03
9/22/16,9799.08
9/23/16,9744.3
9/24/16,9905.04
9/25/16,9869.94
9/26/16,9824.67
9/27/16,9939.16
9/28/16,9934.4
9/29/16,9904.55
9/30/16,9995.42
10/1/16,10084.48
10/2/16,10054.3
10/3/16,10035.77
10/4/16,9999.19
10/5/16,9959.17
10/6/16,10039.54
10/7/16,10123.68
10/8/16,10083.17
10/9/16,10098.1
10/10/16,10129.1
10/11/16,10083.67
10/12/16,10415.65
10/13/16,10431.23
10/14/16,10399.41
10/15/16,10463.71
10/16/16,10520.79
10/17/16,10480.6
10/18/16,10436.64
10/19/16,10321.17
10/20/16,10296.07
10/21/16,10364.96
10/22/16,10751.4
10/23/16,10714.82
10/24/16,10684.31
10/25/16,10748.61
10/26/16,10685.3
10/27/16,11190.0
10/28/16,11279.56
10/29/16,11250.53
10/30/16,11448.83
10/31/16,11514.44
11/1/16,11432.59
11/2/16,12028.32
11/3/16,11792.47
11/4/16,11792.47
11/5/16,11918.05
11/6/16,12039.97
11/7/16,12005.47
11/8/16,11988.73
11/9/16,12190.97
11/10/16,12200.61
11/11/16,12098.3
11/12/16,11899.78
11/13/16,11875.6
11/14/16,11946.28
11/15/16,12021.53
11/16/16,12035.4
11/17/16,12462.04
11/18/16,12640.61
11/19/16,12665.3
11/20/16,12416.96
11/21/16,12416.96
11/22/16,12416.96
11/23/16,12416.96
11/24/16,12416.96
11/25/16,12416.96
11/26/16,12416.96
11/27/16,12416.96
11/28/16,12416.96
11/29/16,12416.96
11/30/16,12416.96
12/1/16,12416.96
12/2/16,12671.88
12/3/16,12539.0
12/4/16,12516.69
12/5/16,12379.87
12/6/16,12412.52
12/7/16,12451.4
12/8/16,12627.43
12/9/16,12632.35
12/10/16,12616.93
12/11/16,12746.86
12/12/16,12746.86
12/13/16,12763.1
12/14/16,12712.24
12/15/16,12742.75
12/16/16,12728.48
12/17/16,12938.79
12/18/16,12933.87
12/19/16,12938.3
12/20/16,13010.81
12/21/16,13521.34
12/22/16,13697.86
12/23/16,14786.18
12/24/16,14627.05
12/25/16,14643.29
12/26/16,14720.89
12/27/16,15262.92
12/28/16,15262.43
12/29/16,15804.46
12/30/16,15620.23
12/31/16,15718.17
1/1/17,16367.82
1/2/17,16667.22
1/3/17,16625.39
1/4/17,18484.76
1/5/17,18122.31
1/6/17,18122.31
1/7/17,18122.31
1/8/17,18122.31
1/9/17,18122.31
1/10/17,18122.31
1/11/17,18122.31
1/12/17,18122.31
1/13/17,18799.2
1/14/17,18608.54
1/15/17,18645.85
1/16/17,18894.98
1/17/17,20563.56
1/18/17,20626.35
1/19/17,20380.61
1/20/17,20331.06
1/21/17,20376.99
1/22/17,20899.44
1/23/17,20978.39
1/24/17,20930.53
1/25/17,20520.13
1/26/17,20633.89
1/27/17,20613.47
1/28/17,20732.01
1/29/17,20633.36
1/30/17,20549.04
1/31/17,21732.08
2/1/17,22069.94
2/2/17,22153.65
2/3/17,22820.61
2/4/17,23225.48
2/5/17,23294.65
2/6/17,23068.11
2/7/17,23655.98
2/8/17,23717.48
2/9/17,23252.43
2/10/17,23333.67
2/11/17,23298.32
2/12/17,23368.73
2/13/17,23351.75
2/14/17,23382.64
2/15/17,23642.48
2/16/17,24176.88
2/17/17,24176.69
2/18/17,24677.35
2/19/17,24587.25
2/20/17,24542.66
2/21/17,26245.64
2/22/17,26232.44
2/23/17,26390.94
2/24/17,27438.54
2/25/17,26900.53
2/26/17,26900.53
2/27/17,27298.85
2/28/17,27225.79
3/1/17,27302.01
3/2/17,28872.9
3/3/17,29462.76
3/4/17,29505.4
3/5/17,29137.06
3/6/17,29234.82
3/7/17,29333.46
3/8/17,28758.29
3/9/17,29048.86
3/10/17,29039.62
3/11/17,28724.64
3/12/17,29902.09
3/13/17,29906.61
3/14/17,30337.56
3/15/17,30630.59
3/16/17,30620.86
3/17/17,30020.45
3/18/17,30020.45
3/19/17,30020.45
3/20/17,31907.39
3/21/17,34022.58
3/22/17,33851.35
3/23/17,33187.6
3/24/17,33187.6
3/25/17,33187.6
3/26/17,33548.68
3/27/17,36369.32
3/28/17,36502.94
3/29/17,36486.65
3/30/17,36393.0
3/31/17,36282.04
4/1/17,38112.01
4/2/17,38541.18
4/3/17,37868.68
4/4/17,40028.98
